brand_name,mall_name,province,city,district,address,store_name,floor,phone,business_hours,latitude,longitude,source_url,tags,is_active
New Balance,聊城市万达广场,山东省,聊城市,聊城区,聊城市核心商业区聊城市万达广场,New Balance 聊城市万达广场旗舰店,2层 2F-18,0535-6801924,10:00 - 22:00,36.4709,115.9865,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,聊城市华润万象城,山东省,聊城市,聊城区,聊城市核心商业区聊城市华润万象城,New Balance 聊城市华润万象城店,3层 L318,0535-6199170,10:00 - 22:00,36.4504,116.0042,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,聊城市华润万象汇,山东省,聊城市,聊城区,聊城市核心商业区聊城市华润万象汇,New Balance 聊城市华润万象汇店,2层 L2-16,0535-6605507,10:00 - 22:00,36.474,115.9826,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,滨州市万达广场,山东省,滨州市,滨州区,滨州市核心商业区滨州市万达广场,New Balance 滨州市万达广场旗舰店,2层 2F-18,0543-6771761,10:00 - 22:00,37.3703,117.9733,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,滨州市华润万象城,山东省,滨州市,滨州区,滨州市核心商业区滨州市华润万象城,New Balance 滨州市华润万象城店,3层 L318,0543-8730765,10:00 - 22:00,37.3978,117.9745,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,菏泽市万达广场,山东省,菏泽市,菏泽区,菏泽市核心商业区菏泽市万达广场,New Balance 菏泽市万达广场旗舰店,2层 2F-18,0530-8555124,10:00 - 22:00,35.2395,115.4885,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,菏泽市华润万象城,山东省,菏泽市,菏泽区,菏泽市核心商业区菏泽市华润万象城,New Balance 菏泽市华润万象城店,3层 L318,0530-6552547,10:00 - 22:00,35.2484,115.4832,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,枣庄市万达广场,山东省,枣庄市,枣庄区,枣庄市核心商业区枣庄市万达广场,New Balance 枣庄市万达广场旗舰店,2层 2F-18,0632-6901480,10:00 - 22:00,34.8149,117.315,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,枣庄市华润万象城,山东省,枣庄市,枣庄区,枣庄市核心商业区枣庄市华润万象城,New Balance 枣庄市华润万象城店,3层 L318,0632-7983808,10:00 - 22:00,34.8285,117.3181,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,日照市万达广场,山东省,日照市,日照区,日照市核心商业区日照市万达广场,New Balance 日照市万达广场旗舰店,2层 2F-18,0633-6529674,10:00 - 22:00,35.4127,119.5427,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,日照市华润万象城,山东省,日照市,日照区,日照市核心商业区日照市华润万象城,New Balance 日照市华润万象城店,3层 L318,0633-8645259,10:00 - 22:00,35.3978,119.5167,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,合肥市万达广场,安徽省,合肥市,合肥区,合肥市核心商业区合肥市万达广场,New Balance 合肥市万达广场旗舰店,2层 2F-18,0551-7897213,10:00 - 22:00,31.8297,117.2383,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,合肥市华润万象城,安徽省,合肥市,合肥区,合肥市核心商业区合肥市华润万象城,New Balance 合肥市华润万象城店,3层 L318,0551-7091393,10:00 - 22:00,31.8158,117.2131,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,合肥市华润万象汇,安徽省,合肥市,合肥区,合肥市核心商业区合肥市华润万象汇,New Balance 合肥市华润万象汇店,2层 L2-16,0551-7746791,10:00 - 22:00,31.8057,117.209,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,合肥市大悦城,安徽省,合肥市,合肥区,合肥市核心商业区合肥市大悦城,New Balance 合肥市大悦城店,4层 4F-12,0551-6442771,10:00 - 22:00,31.8287,117.239,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚,复古慢跑",true
New Balance,合肥市龙湖天街,安徽省,合肥市,合肥区,合肥市核心商业区合肥市龙湖天街,New Balance 合肥市龙湖天街店,2层 2F-15,0551-6092196,10:00 - 22:00,31.8285,117.2103,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站,亲子跑步",true
New Balance,合肥市银泰百货,安徽省,合肥市,合肥区,合肥市核心商业区合肥市银泰百货,New Balance 合肥市银泰百货店,3层 运动馆308,0551-6920105,10:00 - 22:00,31.8332,117.2146,https://www.newbalance.com.cn,"百货专柜,经典慢跑,复古鞋款",true
New Balance,合肥市银泰城,安徽省,合肥市,合肥区,合肥市核心商业区合肥市银泰城,New Balance 合肥市银泰城店,2层 2F-20,0551-6701648,10:00 - 22:00,31.8388,117.2183,https://www.newbalance.com.cn,"综合专卖店,全系列,跑步生活",true
New Balance,合肥市吾悦广场,安徽省,合肥市,合肥区,合肥市核心商业区合肥市吾悦广场,New Balance 合肥市吾悦广场店,2层 2F-16,0551-6145253,10:00 - 22:00,31.8379,117.2136,https://www.newbalance.com.cn,"综合体验店,生活方式,复古跑鞋",true
New Balance,合肥市宝龙广场,安徽省,合肥市,合肥区,合肥市核心商业区合肥市宝龙广场,New Balance 合肥市宝龙广场店,2层 2F-12,0551-8310696,10:00 - 22:00,31.8068,117.2166,https://www.newbalance.com.cn,"商圈专卖店,经典鞋款",true
New Balance,合肥市苏宁广场,安徽省,合肥市,合肥区,合肥市核心商业区合肥市苏宁广场,New Balance 合肥市苏宁广场店,3层 308,0551-8182984,10:00 - 22:00,31.819,117.2143,https://www.newbalance.com.cn,"综合大店,全系列",true
New Balance,合肥市印象城,安徽省,合肥市,合肥区,合肥市核心商业区合肥市印象城,New Balance 合肥市印象城店,2层 L2-08,0551-7183736,10:00 - 22:00,31.8015,117.2334,https://www.newbalance.com.cn,"体验店,经典跑鞋",true
New Balance,合肥市金鹰国际购物中心,安徽省,合肥市,合肥区,合肥市核心商业区合肥市金鹰国际购物中心,New Balance 合肥市金鹰国际购物中心店,4层 408,0551-8614963,10:00 - 22:00,31.8157,117.2106,https://www.newbalance.com.cn,"精品专柜,英美产专区",true
New Balance,合肥市王府井百货,安徽省,合肥市,合肥区,合肥市核心商业区合肥市王府井百货,New Balance 合肥市王府井百货店,3层 运动专区,0551-8642940,10:00 - 22:00,31.8278,117.2261,https://www.newbalance.com.cn,"百货专柜,经典复古跑鞋",true
New Balance,合肥市百联奥特莱斯,安徽省,合肥市,合肥区,合肥市核心商业区合肥市百联奥特莱斯,New Balance 合肥市百联奥特莱斯店,1层 A108,0551-8146362,09:30 - 21:30,31.8126,117.2218,https://www.newbalance.com.cn,"奥特莱斯特惠,超大工厂店,折扣专享",true
New Balance,合肥市砂之船奥特莱斯,安徽省,合肥市,合肥区,合肥市核心商业区合肥市砂之船奥特莱斯,New Balance 合肥市砂之船奥特莱斯店,1层 108,0551-7039558,09:30 - 21:30,31.8212,117.2362,https://www.newbalance.com.cn,"奥特莱斯超级工厂店,折扣专享",true
New Balance,合肥市杉杉奥特莱斯,安徽省,合肥市,合肥区,合肥市核心商业区合肥市杉杉奥特莱斯,New Balance 合肥市杉杉奥特莱斯店,1层 A-16,0551-8642479,09:30 - 21:30,31.8138,117.2157,https://www.newbalance.com.cn,"奥特莱斯名品折扣店,全系列",true
New Balance,合肥市首创奥特莱斯,安徽省,合肥市,合肥区,合肥市核心商业区合肥市首创奥特莱斯,New Balance 合肥市首创奥特莱斯店,1层 1028,0551-6785906,09:30 - 21:30,31.8382,117.2074,https://www.newbalance.com.cn,"奥特莱斯工厂特惠,全品类折扣",true
New Balance,合肥市时代广场,安徽省,合肥市,合肥区,合肥市核心商业区合肥市时代广场,New Balance 合肥市时代广场店,2层 208,0551-7230213,10:00 - 22:00,31.8179,117.2293,https://www.newbalance.com.cn,"商圈核心店,经典跑鞋",true
New Balance,芜湖市万达广场,安徽省,芜湖市,芜湖区,芜湖市核心商业区芜湖市万达广场,New Balance 芜湖市万达广场旗舰店,2层 2F-18,0553-7195434,10:00 - 22:00,31.3644,118.369,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,芜湖市华润万象城,安徽省,芜湖市,芜湖区,芜湖市核心商业区芜湖市华润万象城,New Balance 芜湖市华润万象城店,3层 L318,0553-7489217,10:00 - 22:00,31.3418,118.365,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,芜湖市华润万象汇,安徽省,芜湖市,芜湖区,芜湖市核心商业区芜湖市华润万象汇,New Balance 芜湖市华润万象汇店,2层 L2-16,0553-8816268,10:00 - 22:00,31.339,118.3764,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,芜湖市大悦城,安徽省,芜湖市,芜湖区,芜湖市核心商业区芜湖市大悦城,New Balance 芜湖市大悦城店,4层 4F-12,0553-7865912,10:00 - 22:00,31.3475,118.3628,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚,复古慢跑",true
New Balance,芜湖市龙湖天街,安徽省,芜湖市,芜湖区,芜湖市核心商业区芜湖市龙湖天街,New Balance 芜湖市龙湖天街店,2层 2F-15,0553-8185620,10:00 - 22:00,31.368,118.3679,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站,亲子跑步",true
New Balance,蚌埠市万达广场,安徽省,蚌埠市,蚌埠区,蚌埠市核心商业区蚌埠市万达广场,New Balance 蚌埠市万达广场旗舰店,2层 2F-18,0552-7615836,10:00 - 22:00,32.9336,117.4079,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,蚌埠市华润万象城,安徽省,蚌埠市,蚌埠区,蚌埠市核心商业区蚌埠市华润万象城,New Balance 蚌埠市华润万象城店,3层 L318,0552-8393879,10:00 - 22:00,32.9049,117.393,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,蚌埠市华润万象汇,安徽省,蚌埠市,蚌埠区,蚌埠市核心商业区蚌埠市华润万象汇,New Balance 蚌埠市华润万象汇店,2层 L2-16,0552-6383810,10:00 - 22:00,32.9273,117.3877,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,阜阳市万达广场,安徽省,阜阳市,阜阳区,阜阳市核心商业区阜阳市万达广场,New Balance 阜阳市万达广场旗舰店,2层 2F-18,0558-6838282,10:00 - 22:00,32.8978,115.8052,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,阜阳市华润万象城,安徽省,阜阳市,阜阳区,阜阳市核心商业区阜阳市华润万象城,New Balance 阜阳市华润万象城店,3层 L318,0558-7508385,10:00 - 22:00,32.909,115.7946,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,阜阳市华润万象汇,安徽省,阜阳市,阜阳区,阜阳市核心商业区阜阳市华润万象汇,New Balance 阜阳市华润万象汇店,2层 L2-16,0558-6538545,10:00 - 22:00,32.8875,115.8256,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,滁州市万达广场,安徽省,滁州市,滁州区,滁州市核心商业区滁州市万达广场,New Balance 滁州市万达广场旗舰店,2层 2F-18,0550-8393353,10:00 - 22:00,32.3132,118.2983,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,滁州市华润万象城,安徽省,滁州市,滁州区,滁州市核心商业区滁州市华润万象城,New Balance 滁州市华润万象城店,3层 L318,0550-7527557,10:00 - 22:00,32.3033,118.3042,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,安庆市万达广场,安徽省,安庆市,安庆区,安庆市核心商业区安庆市万达广场,New Balance 安庆市万达广场旗舰店,2层 2F-18,0556-7403150,10:00 - 22:00,30.5379,117.0662,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,安庆市华润万象城,安徽省,安庆市,安庆区,安庆市核心商业区安庆市华润万象城,New Balance 安庆市华润万象城店,3层 L318,0556-6959109,10:00 - 22:00,30.5217,117.053,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,马鞍山市万达广场,安徽省,马鞍山市,马鞍山区,马鞍山市核心商业区马鞍山市万达广场,New Balance 马鞍山市万达广场旗舰店,2层 2F-18,0555-8313513,10:00 - 22:00,31.673,118.5217,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,马鞍山市华润万象城,安徽省,马鞍山市,马鞍山区,马鞍山市核心商业区马鞍山市华润万象城,New Balance 马鞍山市华润万象城店,3层 L318,0555-7858782,10:00 - 22:00,31.6813,118.5044,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,六安市万达广场,安徽省,六安市,六安区,六安市核心商业区六安市万达广场,New Balance 六安市万达广场旗舰店,2层 2F-18,0564-8184463,10:00 - 22:00,31.7535,116.4987,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,六安市华润万象城,安徽省,六安市,六安区,六安市核心商业区六安市华润万象城,New Balance 六安市华润万象城店,3层 L318,0564-8393659,10:00 - 22:00,31.7457,116.4854,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,宿州市万达广场,安徽省,宿州市,宿州区,宿州市核心商业区宿州市万达广场,New Balance 宿州市万达广场旗舰店,2层 2F-18,0557-7823217,10:00 - 22:00,33.6272,116.9655,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,宿州市华润万象城,安徽省,宿州市,宿州区,宿州市核心商业区宿州市华润万象城,New Balance 宿州市华润万象城店,3层 L318,0557-8894656,10:00 - 22:00,33.665,116.968,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,亳州市万达广场,安徽省,亳州市,亳州区,亳州市核心商业区亳州市万达广场,New Balance 亳州市万达广场旗舰店,2层 2F-18,0558-8993644,10:00 - 22:00,33.8369,115.7688,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,亳州市华润万象城,安徽省,亳州市,亳州区,亳州市核心商业区亳州市华润万象城,New Balance 亳州市华润万象城店,3层 L318,0558-8316624,10:00 - 22:00,33.8257,115.7615,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,淮南市万达广场,安徽省,淮南市,淮南区,淮南市核心商业区淮南市万达广场,New Balance 淮南市万达广场旗舰店,2层 2F-18,0554-8351348,10:00 - 22:00,32.6388,117.0034,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,淮北市万达广场,安徽省,淮北市,淮北区,淮北市核心商业区淮北市万达广场,New Balance 淮北市万达广场旗舰店,2层 2F-18,0561-8553227,10:00 - 22:00,33.9653,116.7886,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,铜陵市万达广场,安徽省,铜陵市,铜陵区,铜陵市核心商业区铜陵市万达广场,New Balance 铜陵市万达广场旗舰店,2层 2F-18,0562-7176774,10:00 - 22:00,30.9401,117.8154,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,宣城市万达广场,安徽省,宣城市,宣城区,宣城市核心商业区宣城市万达广场,New Balance 宣城市万达广场旗舰店,2层 2F-18,0563-8529910,10:00 - 22:00,30.9409,118.7441,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,黄山市万达广场,安徽省,黄山市,黄山区,黄山市核心商业区黄山市万达广场,New Balance 黄山市万达广场旗舰店,2层 2F-18,0559-8104355,10:00 - 22:00,29.7162,118.3551,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,池州市万达广场,安徽省,池州市,池州区,池州市核心商业区池州市万达广场,New Balance 池州市万达广场旗舰店,2层 2F-18,0566-6426629,10:00 - 22:00,30.6652,117.4912,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,福州市万达广场,福建省,福州市,福州区,福州市核心商业区福州市万达广场,New Balance 福州市万达广场旗舰店,2层 2F-18,0591-7790875,10:00 - 22:00,26.0917,119.3137,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,福州市华润万象城,福建省,福州市,福州区,福州市核心商业区福州市华润万象城,New Balance 福州市华润万象城店,3层 L318,0591-8561493,10:00 - 22:00,26.0657,119.3163,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,福州市华润万象汇,福建省,福州市,福州区,福州市核心商业区福州市华润万象汇,New Balance 福州市华润万象汇店,2层 L2-16,0591-7558793,10:00 - 22:00,26.0878,119.3061,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,福州市大悦城,福建省,福州市,福州区,福州市核心商业区福州市大悦城,New Balance 福州市大悦城店,4层 4F-12,0591-8382698,10:00 - 22:00,26.0809,119.2783,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚,复古慢跑",true
New Balance,福州市龙湖天街,福建省,福州市,福州区,福州市核心商业区福州市龙湖天街,New Balance 福州市龙湖天街店,2层 2F-15,0591-6474881,10:00 - 22:00,26.0676,119.2902,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站,亲子跑步",true
New Balance,福州市银泰百货,福建省,福州市,福州区,福州市核心商业区福州市银泰百货,New Balance 福州市银泰百货店,3层 运动馆308,0591-8214842,10:00 - 22:00,26.0816,119.283,https://www.newbalance.com.cn,"百货专柜,经典慢跑,复古鞋款",true
New Balance,福州市银泰城,福建省,福州市,福州区,福州市核心商业区福州市银泰城,New Balance 福州市银泰城店,2层 2F-20,0591-6764161,10:00 - 22:00,26.0649,119.283,https://www.newbalance.com.cn,"综合专卖店,全系列,跑步生活",true
New Balance,福州市吾悦广场,福建省,福州市,福州区,福州市核心商业区福州市吾悦广场,New Balance 福州市吾悦广场店,2层 2F-16,0591-6219258,10:00 - 22:00,26.0869,119.3005,https://www.newbalance.com.cn,"综合体验店,生活方式,复古跑鞋",true
New Balance,福州市宝龙广场,福建省,福州市,福州区,福州市核心商业区福州市宝龙广场,New Balance 福州市宝龙广场店,2层 2F-12,0591-6030633,10:00 - 22:00,26.0858,119.3065,https://www.newbalance.com.cn,"商圈专卖店,经典鞋款",true
New Balance,福州市苏宁广场,福建省,福州市,福州区,福州市核心商业区福州市苏宁广场,New Balance 福州市苏宁广场店,3层 308,0591-6897926,10:00 - 22:00,26.0844,119.2806,https://www.newbalance.com.cn,"综合大店,全系列",true
New Balance,福州市印象城,福建省,福州市,福州区,福州市核心商业区福州市印象城,New Balance 福州市印象城店,2层 L2-08,0591-8214585,10:00 - 22:00,26.0641,119.2784,https://www.newbalance.com.cn,"体验店,经典跑鞋",true
New Balance,福州市金鹰国际购物中心,福建省,福州市,福州区,福州市核心商业区福州市金鹰国际购物中心,New Balance 福州市金鹰国际购物中心店,4层 408,0591-7751535,10:00 - 22:00,26.0851,119.2913,https://www.newbalance.com.cn,"精品专柜,英美产专区",true
New Balance,福州市王府井百货,福建省,福州市,福州区,福州市核心商业区福州市王府井百货,New Balance 福州市王府井百货店,3层 运动专区,0591-8450157,10:00 - 22:00,26.0857,119.2948,https://www.newbalance.com.cn,"百货专柜,经典复古跑鞋",true
New Balance,福州市百联奥特莱斯,福建省,福州市,福州区,福州市核心商业区福州市百联奥特莱斯,New Balance 福州市百联奥特莱斯店,1层 A108,0591-7018774,09:30 - 21:30,26.0708,119.2805,https://www.newbalance.com.cn,"奥特莱斯特惠,超大工厂店,折扣专享",true
New Balance,福州市砂之船奥特莱斯,福建省,福州市,福州区,福州市核心商业区福州市砂之船奥特莱斯,New Balance 福州市砂之船奥特莱斯店,1层 108,0591-6634897,09:30 - 21:30,26.0554,119.296,https://www.newbalance.com.cn,"奥特莱斯超级工厂店,折扣专享",true
New Balance,厦门市万达广场,福建省,厦门市,厦门区,厦门市核心商业区厦门市万达广场,New Balance 厦门市万达广场旗舰店,2层 2F-18,0592-6156686,10:00 - 22:00,24.4912,118.1048,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,厦门市华润万象城,福建省,厦门市,厦门区,厦门市核心商业区厦门市华润万象城,New Balance 厦门市华润万象城店,3层 L318,0592-8215354,10:00 - 22:00,24.4776,118.1019,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,厦门市华润万象汇,福建省,厦门市,厦门区,厦门市核心商业区厦门市华润万象汇,New Balance 厦门市华润万象汇店,2层 L2-16,0592-6525395,10:00 - 22:00,24.496,118.0941,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,厦门市大悦城,福建省,厦门市,厦门区,厦门市核心商业区厦门市大悦城,New Balance 厦门市大悦城店,4层 4F-12,0592-7119101,10:00 - 22:00,24.468,118.0895,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚,复古慢跑",true
New Balance,厦门市龙湖天街,福建省,厦门市,厦门区,厦门市核心商业区厦门市龙湖天街,New Balance 厦门市龙湖天街店,2层 2F-15,0592-7843919,10:00 - 22:00,24.4822,118.1045,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站,亲子跑步",true
New Balance,厦门市银泰百货,福建省,厦门市,厦门区,厦门市核心商业区厦门市银泰百货,New Balance 厦门市银泰百货店,3层 运动馆308,0592-8607837,10:00 - 22:00,24.4942,118.1038,https://www.newbalance.com.cn,"百货专柜,经典慢跑,复古鞋款",true
New Balance,厦门市银泰城,福建省,厦门市,厦门区,厦门市核心商业区厦门市银泰城,New Balance 厦门市银泰城店,2层 2F-20,0592-7877796,10:00 - 22:00,24.496,118.0891,https://www.newbalance.com.cn,"综合专卖店,全系列,跑步生活",true
New Balance,厦门市吾悦广场,福建省,厦门市,厦门区,厦门市核心商业区厦门市吾悦广场,New Balance 厦门市吾悦广场店,2层 2F-16,0592-7543562,10:00 - 22:00,24.4807,118.0748,https://www.newbalance.com.cn,"综合体验店,生活方式,复古跑鞋",true
New Balance,厦门市宝龙广场,福建省,厦门市,厦门区,厦门市核心商业区厦门市宝龙广场,New Balance 厦门市宝龙广场店,2层 2F-12,0592-6475893,10:00 - 22:00,24.4862,118.0939,https://www.newbalance.com.cn,"商圈专卖店,经典鞋款",true
New Balance,厦门市苏宁广场,福建省,厦门市,厦门区,厦门市核心商业区厦门市苏宁广场,New Balance 厦门市苏宁广场店,3层 308,0592-6250115,10:00 - 22:00,24.4882,118.0988,https://www.newbalance.com.cn,"综合大店,全系列",true
New Balance,厦门市印象城,福建省,厦门市,厦门区,厦门市核心商业区厦门市印象城,New Balance 厦门市印象城店,2层 L2-08,0592-8064226,10:00 - 22:00,24.4804,118.1071,https://www.newbalance.com.cn,"体验店,经典跑鞋",true
New Balance,厦门市金鹰国际购物中心,福建省,厦门市,厦门区,厦门市核心商业区厦门市金鹰国际购物中心,New Balance 厦门市金鹰国际购物中心店,4层 408,0592-8795680,10:00 - 22:00,24.4994,118.0878,https://www.newbalance.com.cn,"精品专柜,英美产专区",true
New Balance,厦门市王府井百货,福建省,厦门市,厦门区,厦门市核心商业区厦门市王府井百货,New Balance 厦门市王府井百货店,3层 运动专区,0592-7780522,10:00 - 22:00,24.4609,118.09,https://www.newbalance.com.cn,"百货专柜,经典复古跑鞋",true
New Balance,厦门市百联奥特莱斯,福建省,厦门市,厦门区,厦门市核心商业区厦门市百联奥特莱斯,New Balance 厦门市百联奥特莱斯店,1层 A108,0592-7362751,09:30 - 21:30,24.4872,118.1059,https://www.newbalance.com.cn,"奥特莱斯特惠,超大工厂店,折扣专享",true
New Balance,厦门市砂之船奥特莱斯,福建省,厦门市,厦门区,厦门市核心商业区厦门市砂之船奥特莱斯,New Balance 厦门市砂之船奥特莱斯店,1层 108,0592-8608900,09:30 - 21:30,24.4755,118.0831,https://www.newbalance.com.cn,"奥特莱斯超级工厂店,折扣专享",true
New Balance,泉州市万达广场,福建省,泉州市,泉州区,泉州市核心商业区泉州市万达广场,New Balance 泉州市万达广场旗舰店,2层 2F-18,0595-8054189,10:00 - 22:00,24.8671,118.6648,https://www.newbalance.com.cn,"综合专卖店,复古跑鞋,生活方式,NB Kids",true
New Balance,泉州市华润万象城,福建省,泉州市,泉州区,泉州市核心商业区泉州市华润万象城,New Balance 泉州市华润万象城店,3层 L318,0595-6001567,10:00 - 22:00,24.8543,118.6832,https://www.newbalance.com.cn,"城市旗舰店,Grey Store,Made in USA,限量发售",true
New Balance,泉州市华润万象汇,福建省,泉州市,泉州区,泉州市核心商业区泉州市华润万象汇,New Balance 泉州市华润万象汇店,2层 L2-16,0595-8388190,10:00 - 22:00,24.8865,118.6745,https://www.newbalance.com.cn,"综合大店,跑步专营,跑鞋矩阵",true
New Balance,泉州市大悦城,福建省,泉州市,泉州区,泉州市核心商业区泉州市大悦城,New Balance 泉州市大悦城店,4层 4F-12,0595-8501156,10:00 - 22:00,24.8774,118.6916,https://www.newbalance.com.cn,"NB 1906潮流店,青年时尚,复古慢跑",true
New Balance,泉州市龙湖天街,福建省,泉州市,泉州区,泉州市核心商业区泉州市龙湖天街,New Balance 泉州市龙湖天街店,2层 2F-15,0595-7175641,10:00 - 22:00,24.8841,118.6643,https://www.newbalance.com.cn,"生活方式体验店,跑者驿站,亲子跑步",true
New Balance,泉州市银泰百货,福建省,泉州市,泉州区,泉州市核心商业区泉州市银泰百货,New Balance 泉州市银泰百货店,3层 运动馆308,0595-6429346,10:00 - 22:00,24.8807,118.6944,https://www.newbalance.com.cn,"百货专柜,经典慢跑,复古鞋款",true
New Balance,泉州市银泰城,福建省,泉州市,泉州区,泉州市核心商业区泉州市银泰城,New Balance 泉州市银泰城店,2层 2F-20,0595-7136124,10:00 - 22:00,24.8543,118.6639,https://www.newbalance.com.cn,"综合专卖店,全系列,跑步生活",true
New Balance,泉州市吾悦广场,福建省,泉州市,泉州区,泉州市核心商业区泉州市吾悦广场,New Balance 泉州市吾悦广场店,2层 2F-16,0595-6115845,10:00 - 22:00,24.8875,118.681,https://www.newbalance.com.cn,"综合体验店,生活方式,复古跑鞋",true
New Balance,泉州市宝龙广场,福建省,泉州市,泉州区,泉州市核心商业区泉州市宝龙广场,New Balance 泉州市宝龙广场店,2层 2F-12,0595-7600510,10:00 - 22:00,24.8755,118.6805,https://www.newbalance.com.cn,"商圈专卖店,经典鞋款",true
New Balance,泉州市苏宁广场,福建省,泉州市,泉州区,泉州市核心商业区泉州市苏宁广场,New Balance 泉州市苏宁广场店,3层 308,0595-8518837,10:00 - 22:00,24.8849,118.6903,https://www.newbalance.com.cn,"综合大店,全系列",true
New Balance,泉州市印象城,福建省,泉州市,泉州区,泉州市核心商业区泉州市印象城,New Balance 泉州市印象城店,2层 L2-08,0595-8554550,10:00 - 22:00,24.8632,118.6702,https://www.newbalance.com.cn,"体验店,经典跑鞋",true
New Balance,泉州市金鹰国际购物中心,福建省,泉州市,泉州区,泉州市核心商业区泉州市金鹰国际购物中心,New Balance 泉州市金鹰国际购物中心店,4层 408,0595-8178996,10:00 - 22:00,24.883,118.6619,https://www.newbalance.com.cn,"精品专柜,英美产专区",true
